"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Replies,Navigation,"Profile visits","Link clicks","Sticker taps"
18064819846872693,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","The lobby is open
See y’all soon!",5,"05/26/2025 16:03",https://instagram.com/stories/hamletisntdead/3641331831950540526,"IG story",,Lifetime,59,52,1,0,0,62,,,
18030810149421155,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","A wee preshow warmup",13,"05/26/2025 15:58",https://instagram.com/stories/hamletisntdead/3641329333218992452,"IG story",,Lifetime,60,53,2,0,0,61,,,
18100695682533615,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","A death in a Southern Town",0,"05/26/2025 15:55",https://instagram.com/stories/hamletisntdead/3641327899328931220,"IG story",,Lifetime,140,113,4,0,1,79,,,
18125402407446866,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","@leilanidadivine  Fights can be silly goofy too 👀",9,"05/26/2025 15:43",https://instagram.com/stories/hamletisntdead/3641321788563744576,"IG story",,Lifetime,105,86,5,0,0,72,,,
18384642679188076,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Pay what you can at the door is cash and Venmo ONLY!!",5,"05/26/2025 15:38",https://instagram.com/stories/hamletisntdead/3641319506551984770,"IG story",,Lifetime,61,54,2,0,0,74,,,
18032284448382945,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","The goils are fighting !!",6,"05/26/2025 15:35",https://instagram.com/stories/hamletisntdead/3641317780017047295,"IG story",,Lifetime,64,55,4,0,0,72,,,
18086954815651898,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Did someone say tonight is pay what you can at the door???

Whaaaaaaat?",0,"05/26/2025 15:32",https://instagram.com/stories/hamletisntdead/3641316271820705668,"IG story",,Lifetime,63,56,6,0,1,72,1,,
18087251854646769,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,14,"05/26/2025 15:22",https://instagram.com/stories/hamletisntdead/3641311066144150220,"IG story",,Lifetime,62,55,2,0,0,62,,,
17972242001891056,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","It was beautiful. I took the tram. You should take the tram. Once. It was very busy but beautiful.  I was in Roosevelt Island Friends I’m back.",0,"05/26/2025 14:49",https://instagram.com/stories/hamletisntdead/3641294764310699796,"IG story",,Lifetime,62,54,3,0,0,68,,,
18068358616822783,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Anyways how’s everyone’s day going? Hope y’all are off Enjoying the sun? Home with the cats? If ur working tell ur boss  I said u r good 2 leave early",0,"05/26/2025 11:18",https://instagram.com/stories/hamletisntdead/3641188478315276804,"IG story",,Lifetime,60,55,3,0,0,65,,,
17854391883398160,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",HIDIOTS2025,12,"05/26/2025 11:12",https://instagram.com/stories/hamletisntdead/3641185580193693811,"IG story",,Lifetime,62,54,0,0,0,61,,,
18049494467595844,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,17,"05/26/2025 11:10",https://instagram.com/stories/hamletisntdead/3641184755996400254,"IG story",,Lifetime,62,55,0,0,0,59,,,
17912806305104831,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,16,"05/26/2025 11:10",https://instagram.com/stories/hamletisntdead/3641184386452939285,"IG story",,Lifetime,70,57,0,0,0,65,,,
18051537503078428,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/26/2025 09:29",,"IG story",,Lifetime,75,59,1,1,0,107,1,,
18401921617111557,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","2 Truths and a Lie: Cymbeline Edition",5,"05/26/2025 09:03",https://instagram.com/stories/hamletisntdead/3641120473640270400,"IG story",,Lifetime,78,63,1,0,0,75,,,
17993216273803244,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,23,"05/26/2025 08:21",https://instagram.com/stories/hamletisntdead/3641102173229082106,"IG story",,Lifetime,83,67,3,0,0,78,,,
18073114171737925,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Instagram takeover loading…",5,"05/26/2025 08:09",https://instagram.com/stories/hamletisntdead/3641093399718159198,"IG story",,Lifetime,84,69,1,0,0,83,,,
18072692017927648,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,29,"05/26/2025 07:33",https://instagram.com/stories/hamletisntdead/3641075666896901145,"IG story",,Lifetime,88,74,5,0,0,91,,,
18065173463088486,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Is this thing on?",0,"05/26/2025 06:42",https://instagram.com/stories/hamletisntdead/3641049678939270156,"IG story",,Lifetime,104,85,3,0,0,106,1,,
18036078092637833,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/25/2025 13:39",https://instagram.com/stories/hamletisntdead/3640534758615617848,"IG story",,Lifetime,76,69,3,0,0,73,,,
17909890461135824,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,0,"05/25/2025 09:30",https://instagram.com/stories/hamletisntdead/3640409154226075823,"IG story",,Lifetime,83,76,3,0,0,92,,,
18279305167269768,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Enter the world of Cymbelmeme...
Closing in one week!",28,"05/24/2025 21:46",https://instagram.com/stories/hamletisntdead/3640055508925421434,"IG story",,Lifetime,93,84,2,0,0,97,,,
17920278395983009,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Impromptu Adele-based warmup @adele 
@itsemmamueller 
@toomuch_tori 
@jmcicalese 
@ladymaudlin 
@the_temporary_synesthetic  @leilanidadivine 
@camila.calderon 
@reidywatson 
@n.gre9319 
@unsureofmyname 
@feribluee",60,"05/24/2025 16:15",https://instagram.com/stories/hamletisntdead/3639888705767099847,"IG story",,Lifetime,430,340,5,0,0,123,1,,1
18057381185191034,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,19,"05/23/2025 20:13",https://instagram.com/stories/hamletisntdead/3639283553154694815,"IG story",,Lifetime,86,75,2,0,0,88,,,5
17903523597178597,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","We really, really, really, really, really, really like @toomuch_tori",30,"05/23/2025 19:21",https://instagram.com/stories/hamletisntdead/3639257121749871344,"IG story",,Lifetime,83,74,5,2,0,86,2,,2
17869457985280609,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,10,"05/23/2025 12:30",https://instagram.com/stories/hamletisntdead/3639050289412977309,"IG story",,Lifetime,61,56,1,0,1,75,,,
17911173288134944,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,8,"05/23/2025 12:28",https://instagram.com/stories/hamletisntdead/3639049548086409501,"IG story",,Lifetime,66,61,2,0,0,75,,,
18134296333413669,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/23/2025 12:24",https://instagram.com/stories/hamletisntdead/3639047265932113003,"IG story",,Lifetime,71,66,4,0,0,74,1,1,
18501668632006475,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,0,"05/23/2025 08:18",,"IG story",,Lifetime,71,61,3,0,0,75,,,2
18372136243132584,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Saw the show and wanna show some love?? Submit a review on SHOWSCORE!",0,"05/22/2025 21:03",https://instagram.com/stories/hamletisntdead/3638583946468778343,"IG story",,Lifetime,79,64,3,0,0,78,,6,
17987898089666824,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/22/2025 20:32",,"IG story",,Lifetime,49,42,2,0,0,58,2,,2
18468324994069127,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"03/15/2025 14:33",https://instagram.com/stories/hamletisntdead/3589102689704649768,"IG story",,Lifetime,99,92,0,0,0,102,,2,
18063388061029172,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,0,"05/22/2025 20:14",https://instagram.com/stories/hamletisntdead/3638559216105695845,"IG story",,Lifetime,68,58,1,0,0,75,,,5
18024604193692792,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,0,"05/22/2025 17:41",https://instagram.com/stories/hamletisntdead/3638482169929047158,"IG story",,Lifetime,67,54,2,0,0,69,,,6
17963406221776405,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",@jmcicalese,27,"05/22/2025 17:25",https://instagram.com/stories/hamletisntdead/3638474354565110572,"IG story",,Lifetime,136,109,3,0,0,63,,,2
18208789480306925,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","We love to laugh here",8,"05/22/2025 17:22",https://instagram.com/stories/hamletisntdead/3638472657692448581,"IG story",,Lifetime,65,56,3,0,1,55,,,
18071884954929159,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","It is…
wut u gonna do
about it xp",0,"05/22/2025 17:17",https://instagram.com/stories/hamletisntdead/3638469860418903220,"IG story",,Lifetime,66,56,2,0,0,71,,,1
17849312379437805,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/22/2025 17:16",https://instagram.com/stories/hamletisntdead/3638469439167954254,"IG story",,Lifetime,73,57,4,0,0,78,,,
17894271447234424,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","@jmcicalese 
@ladymaudlin 
@luigiscoolerbro 
@unsureofmyname 
@toomuch_tori 
@leilanidadivine 
@feribluee 
@reidywatson 
@the_temporary_synesthetic 
@itsemmamueller",13,"05/22/2025 16:47",https://instagram.com/stories/hamletisntdead/3638454824635613912,"IG story",,Lifetime,298,231,3,0,0,68,,,
17967078194898492,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,0,"05/22/2025 16:42",,"IG story",,Lifetime,63,54,3,0,0,62,,,2
17886291390164718,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,0,"05/22/2025 16:07",https://instagram.com/stories/hamletisntdead/3638435095678064875,"IG story",,Lifetime,78,64,4,0,0,74,,,
18051114575343210,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","@itsemmamueller 
Pt. 2",26,"05/22/2025 13:29",,"IG story",,Lifetime,161,108,2,0,0,93,,,
17853474435444781,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","@itsemmamueller 
(No camp rock on insta, so here’s part 1)",26,"05/22/2025 13:28",https://instagram.com/stories/hamletisntdead/3638354713856194220,"IG story",,Lifetime,296,222,1,0,0,88,,,
17933236824040923,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",😍,15,"05/22/2025 13:13",,"IG story",,Lifetime,76,58,7,0,1,82,1,,5
18006733574757188,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","@toomuch_tori @itsemmamueller 
@the_temporary_synesthetic 
@luigiscoolerbro 
@feribluee 
@reidywatson 
@leilanidadivine 
@ladymaudlin 
@jmcicalese 
@unsureofmyname",26,"05/22/2025 13:02",,"IG story",,Lifetime,359,272,3,0,1,97,,,
18499225594025925,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/22/2025 12:52",,"IG story",,Lifetime,84,63,5,0,1,97,,,
17954765636811160,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,27,"05/22/2025 09:40",https://instagram.com/stories/hamletisntdead/3638240067647513807,"IG story",,Lifetime,101,73,5,0,1,107,3,,
18041429816536383,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","“Some of you may die, but that is a sacrifice I’m willing to make”-Posthumous probably",28,"05/22/2025 09:37",,"IG story",,Lifetime,95,70,6,0,1,107,1,2,
18370458016134612,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/22/2025 09:29",,"IG story",,Lifetime,94,72,3,0,1,118,,,4
18035329172338752,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Therapist: Shadow MTK isn't real, he can't hurt you.

Shadow MTK: @unsureofmyname  There is only one way to appease Shadow MTK.",0,"05/22/2025 09:27",https://instagram.com/stories/hamletisntdead/3638233294802892989,"IG story",,Lifetime,186,148,7,0,0,103,1,,
18068185790292646,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,5,"05/21/2025 13:43",,"IG story",,Lifetime,68,56,3,0,1,71,,,8
18155654626366204,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,10,"05/21/2025 12:35",,"IG story",,Lifetime,57,52,2,0,0,62,,,2
18329801662161402,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Thank you to our Imogen, @jmcicalese for demonstrating how to use the discount code!",35,"05/21/2025 07:45",,"IG story",,Lifetime,65,61,5,0,1,68,,2,
18086179252648501,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/20/2025 08:14",https://instagram.com/stories/hamletisntdead/3636747302941806361,"IG story",,Lifetime,89,84,5,0,1,94,,,
18080038741691540,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Happy birthday to our Company Director and the Director of Cymbeline... VALERIE PETER CHONG!! 30 never looked so good 👏🎉😎 use code HIDIOTS2025 for a sweet discount",15,"05/20/2025 06:19",https://instagram.com/stories/hamletisntdead/3636689180466791764,"IG story",,Lifetime,104,99,9,0,2,103,,,
18027717776473787,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Indie theatre(and Nick) needs your help. 

Tag an indie theatre company with a production going up!

#standoutchallenge",39,"05/19/2025 09:55",https://instagram.com/stories/hamletisntdead/3636075326233812481,"IG story",,Lifetime,87,83,5,0,1,89,,,
18040342379559151,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","@feribluee  @jmcicalese  @reidywatson  IT'S OPENING WEEK!!!",11,"05/19/2025 05:12",https://instagram.com/stories/hamletisntdead/3635930981283397591,"IG story",,Lifetime,316,262,4,0,0,96,,,
17880311943301220,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Serious shakespearean actor @toomuch_tori",0,"05/17/2025 11:12",https://instagram.com/stories/hamletisntdead/3634662715634405264,"IG story",,Lifetime,360,330,3,0,1,215,2,,7
18142422430354885,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/16/2025 15:01",https://instagram.com/stories/hamletisntdead/3634053150588858188,"IG story",,Lifetime,66,62,1,0,0,72,,,
17843673618488736,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,5,"05/16/2025 13:32",https://instagram.com/stories/hamletisntdead/3634008345305450241,"IG story",,Lifetime,56,51,3,0,0,48,,,
18057575393231119,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,0,"05/16/2025 13:27",,"IG story",,Lifetime,52,47,0,0,0,64,,,
17965012196766431,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/16/2025 13:26",,"IG story",,Lifetime,51,48,4,0,0,62,,,
18067912294789218,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/16/2025 09:04",,"IG story",,Lifetime,53,46,2,0,0,66,,,
17957156408933040,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",@reidywatson,15,"05/16/2025 07:54",https://instagram.com/stories/hamletisntdead/3633837958684341382,"IG story",,Lifetime,139,109,4,0,0,65,,,4
18066758041818184,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/15/2025 05:38",https://instagram.com/stories/hamletisntdead/3633044923591854801,"IG story",,Lifetime,56,53,0,0,0,58,,,
17850594342453130,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","We are all being extremely vulnerable rn 👇",45,"05/13/2025 05:59",https://instagram.com/stories/hamletisntdead/3631606014664085381,"IG story",,Lifetime,70,62,2,0,0,61,2,,
18055480835225335,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","See our posters around NYC? Make sure you tag us and let us know we have been spotted!! 👀",9,"05/11/2025 15:41",https://instagram.com/stories/hamletisntdead/3630449350703154787,"IG story",,Lifetime,174,166,4,0,1,156,1,,4
18032662409351711,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,11,"05/10/2025 08:03",https://instagram.com/stories/hamletisntdead/3629494335129846694,"IG story",,Lifetime,94,88,2,0,0,101,1,1,
18056153593993942,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Little known fact that one of a director's main responsibilities is to carry way too much on the subway Heading to Rehearsal!",11,"05/10/2025 07:45",https://instagram.com/stories/hamletisntdead/3629484912718325770,"IG story",,Lifetime,100,94,5,0,2,106,,,
18111236104436183,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","@unsureofmyname 
@itsemmamueller 
@toomuch_tori 
@the_temporary_synesthetic  @ladymaudlin 
@duke_n1014 
@fenningermomo",9,"05/09/2025 19:37",https://instagram.com/stories/hamletisntdead/3629118796737151168,"IG story",,Lifetime,266,225,3,0,0,111,1,2,
18059374579929127,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Yes, we are a Shakespeare company. Why do you ask?",21,"05/08/2025 06:04",https://instagram.com/stories/hamletisntdead/3627984408037488364,"IG story",,Lifetime,66,55,3,0,1,65,1,,
17918658710981800,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/06/2025 06:24",https://instagram.com/stories/hamletisntdead/3626544959118217210,"IG story",,Lifetime,65,51,2,0,0,54,,2,
18067762495792361,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","NEW POST! @",15,"05/05/2025 05:47",https://instagram.com/stories/hamletisntdead/3625801409799712509,"IG story",,Lifetime,65,60,0,0,0,62,1,,
18304791592208437,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"05/03/2025 15:01",https://instagram.com/stories/hamletisntdead/3624630920440223038,"IG story",,Lifetime,99,93,2,0,0,98,1,,
18367079257132725,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","HIDiot sighting!!!
@butjdisbetter",0,"05/03/2025 07:58",,"IG story",,Lifetime,132,124,4,0,0,139,1,,
18116419177461034,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,4,"04/30/2025 12:00",https://instagram.com/stories/hamletisntdead/3622365519530584271,"IG story",,Lifetime,116,107,1,0,0,49,,,
17874509436340514,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"04/30/2025 07:59",,"IG story",,Lifetime,42,40,2,0,0,47,1,,
17941300731004987,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,18,"04/30/2025 07:58",,"IG story",,Lifetime,46,43,4,0,0,43,,,
17903068629057079,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"04/29/2025 11:12",,"IG story",,Lifetime,51,45,3,0,0,61,,1,
17930323551030388,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"04/29/2025 10:18",https://instagram.com/stories/hamletisntdead/3621589440683176359,"IG story",,Lifetime,99,78,4,0,1,78,,9,
18054432566002947,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Jumpscare at the end... 😏",60,"04/28/2025 06:08",https://instagram.com/stories/hamletisntdead/3620739356429005524,"IG story",,Lifetime,81,74,1,0,0,84,1,,
18000928469607845,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","@reidywatson 
@jmcicalese 
@unsureofmyname 
@toomuch_tori 
@itsemmamueller 
@fenningermomo 
@duke_n1014",18,"04/26/2025 10:36",https://instagram.com/stories/hamletisntdead/3619424062003496567,"IG story",,Lifetime,285,243,7,0,0,114,1,,
18341651299082909,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","@itsemmamueller showing ADAPTABILITY in a rehearsal studio without a piano 😅 @toomuch_tori 
@unsureofmyname",12,"04/26/2025 10:35",https://instagram.com/stories/hamletisntdead/3619423332001839376,"IG story",,Lifetime,277,239,4,0,0,94,,,
18454871605075743,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Band rehearsal!! @reidywatson 
@unsureofmyname 
@ladymaudlin 
@itsemmamueller 
@the_temporary_synesthetic 
@toomuch_tori",24,"04/23/2025 17:37",https://instagram.com/stories/hamletisntdead/3617461672613439977,"IG story",,Lifetime,642,543,9,1,0,143,1,,11
18086382772620764,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","We love this guy.
💕Happy birthday bud. 💕",15,"04/23/2025 10:26",,"IG story",,Lifetime,107,96,7,0,2,123,,,
17927835723027835,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","SUBMISSIONS DUE THIS THURSDAY!!",0,"04/22/2025 09:42",,"IG story",,Lifetime,114,100,3,0,0,126,1,,
18058330568129052,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Pay what you will until May 8!",15,"04/22/2025 06:07",,"IG story",,Lifetime,64,56,2,0,0,69,,2,
18267165775286747,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Oh btw...",15,"04/22/2025 06:02",https://instagram.com/stories/hamletisntdead/3616386822745390961,"IG story",,Lifetime,69,59,2,0,0,71,1,2,
17864348733379701,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,23,"04/22/2025 06:00",https://instagram.com/stories/hamletisntdead/3616386384549827086,"IG story",,Lifetime,74,61,3,0,0,68,1,,
18131088553419329,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"04/18/2025 11:13",https://instagram.com/stories/hamletisntdead/3613644428716922124,"IG story",,Lifetime,97,91,0,0,0,103,,,
18067532366498190,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"04/18/2025 07:21",,"IG story",,Lifetime,77,74,4,0,0,88,1,,
18320121328201709,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"04/16/2025 07:54",,"IG story",,Lifetime,53,52,2,0,0,54,,,
17952974999944342,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","So unbelievably proud of this crew!!! 😭 @gabrielcethridge 
@natalie_deboer 
@aaronanthonymoore 
@reidywatson 
@ladymaudlin 
@b.carty23",13,"04/14/2025 19:06",,"IG story",,Lifetime,308,260,7,0,2,97,1,,
18075450538828641,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Closing night...😥 @ladymaudlin",8,"04/14/2025 15:34",,"IG story",,Lifetime,166,143,6,0,0,92,,,4
18352308916150054,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,3,"04/14/2025 10:09",,"IG story",,Lifetime,77,73,3,0,0,72,,,
18056578052326677,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","AND it's the last chance to see When My Cue Comes!",15,"04/13/2025 08:50",,"IG story",,Lifetime,72,67,3,0,0,78,1,3,
18064533469954618,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,0,"04/12/2025 11:44",,"IG story",,Lifetime,71,67,2,0,0,78,,,
18063819106966051,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"04/12/2025 11:12",,"IG story",,Lifetime,76,71,5,0,0,82,,,
18042728432612638,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,0,"04/12/2025 05:32",,"IG story",,Lifetime,159,151,5,0,0,165,1,,
18002140973766640,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"04/09/2025 10:59",,"IG story",,Lifetime,51,49,2,0,0,62,1,,
18025923419426508,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Which character from When My Cue Comes are you? (apparently these still exist!)",0,"04/09/2025 09:23",,"IG story",,Lifetime,58,49,3,0,0,60,,8,
18161298100346525,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,3,"04/09/2025 08:41",,"IG story",,Lifetime,56,51,1,0,0,55,1,,
18024960722454501,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,0,"04/08/2025 04:07",,"IG story",,Lifetime,74,70,5,0,0,89,,,
18038287481260171,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,3,"04/08/2025 04:06",,"IG story",,Lifetime,79,72,3,0,0,63,,,
18077184472775938,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,11,"04/07/2025 05:40",https://instagram.com/stories/hamletisntdead/3605504547389791159,"IG story",,Lifetime,75,69,0,0,0,64,,,
18356559559179021,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"04/06/2025 08:44",,"IG story",,Lifetime,71,68,4,0,0,67,,,
18274233694248966,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,5,"04/05/2025 13:05",,"IG story",,Lifetime,60,57,2,0,1,64,,,
18104023168504579,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",@undergroundskillsx,5,"04/05/2025 13:04",,"IG story",,Lifetime,60,58,1,0,0,65,,,
18318114367203135,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Having THE MOST FUN!",5,"04/05/2025 11:28",,"IG story",,Lifetime,68,63,3,0,0,72,,,
18039158594215159,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",@undergroundskillsx,6,"04/05/2025 11:04",,"IG story",,Lifetime,68,63,2,0,0,64,,,2
18004988450576913,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","🙌🏼Posthumus Leonatus🙌🏼",15,"04/04/2025 07:12",,"IG story",,Lifetime,83,80,3,0,0,89,1,,
18078306265736964,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"04/03/2025 06:32",https://instagram.com/stories/hamletisntdead/3602631552614926228,"IG story",,Lifetime,59,55,3,0,0,63,,1,
18064455601783984,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","@gabrielcethridge 
@natalie_deboer 
@aaronanthonymoore 
@ladymaudlin 
@reidywatson",10,"04/02/2025 18:35",https://instagram.com/stories/hamletisntdead/3602270351435121390,"IG story",,Lifetime,164,142,4,0,0,73,,,
18061560617314230,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,9,"04/02/2025 11:59",https://instagram.com/stories/hamletisntdead/3602071000184777485,"IG story",,Lifetime,81,76,9,0,2,83,,,
17872084335332095,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","We had such a blast!!
Congrats to panelist @laura.j.betz @undergroundskillsx  @assleydawn",15,"04/02/2025 09:38",,"IG story",,Lifetime,213,203,4,0,0,102,,,
18063011089978802,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","We're famous!!!",0,"04/02/2025 07:38",https://instagram.com/stories/hamletisntdead/3601939730171231495,"IG story",,Lifetime,155,135,20,0,5,147,,5,
18036152441275308,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,5,"04/01/2025 07:51",https://instagram.com/stories/hamletisntdead/3601221359654013707,"IG story",,Lifetime,65,59,2,0,0,67,,,
18056948240146031,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",@gabrielcethridge,0,"03/31/2025 17:42",https://instagram.com/stories/hamletisntdead/3600794353585696129,"IG story",,Lifetime,115,89,2,0,0,74,,,
17992963760787942,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",@sophiaisprettycool,10,"03/31/2025 17:42",https://instagram.com/stories/hamletisntdead/3600794209083510156,"IG story",,Lifetime,63,62,5,0,0,73,,,
17888985048218046,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"03/31/2025 07:35",https://instagram.com/stories/hamletisntdead/3600488981611277580,"IG story",,Lifetime,67,62,3,0,0,76,,,
18321655054202827,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,15,"03/31/2025 07:33",https://instagram.com/stories/hamletisntdead/3600487958209583342,"IG story",,Lifetime,67,62,3,0,0,77,1,,
17966809199855160,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Here we goooooo",0,"03/31/2025 07:33",https://instagram.com/stories/hamletisntdead/3600487693397858084,"IG story",,Lifetime,70,66,3,0,0,75,,,
18075055969694417,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Love our cast?",15,"03/28/2025 09:14",,"IG story",,Lifetime,36,35,1,0,0,38,,1,
18049870505246273,17841400539558029,hamletisntdead,"Hamlet Isn't Dead","Our cast announcement has finally arrived!!!",15,"03/28/2025 07:38",https://instagram.com/stories/hamletisntdead/3598316070424495766,"IG story",,Lifetime,54,50,2,0,0,46,,,
18182685052313115,17841400539558029,hamletisntdead,"Hamlet Isn't Dead",,0,"03/27/2025 05:47",https://instagram.com/stories/hamletisntdead/3597535120228780214,"IG story",,Lifetime,98,94,3,0,1,108,,,
