HasHashtags,EngagementRate,Reach,Likes,NumHashtags
No hashtags,3.1980044411624924,111.64925373134328,2.68407960199005,0.0
Has hashtags,15.570674212933154,2158.816091954023,98.29885057471265,10.431034482758621
